steps,case1,case2,case3,case4,case5,case6
86911,0.901335959,0.940284775,0.962097338,0.927401338,0.93324316,0.928631388
86914,0.888632938,0.949261884,0.945411932,0.919261735,0.927190421,0.911508244
86917,0.951061142,0.927836885,0.935781827,0.981325812,0.970471282,0.91536788
86920,1.018207568,0.940629883,0.823687569,0.906978942,0.896924074,0.969754128
86923,0.954462497,0.90760889,0.925003095,0.8745934,1.008835105,0.883558858
86926,0.896795371,0.955265899,0.93491559,0.932750049,0.927097606,0.884947758
86929,0.920402167,0.8708147,0.90459746,0.935988706,0.902863709,0.859881892
86932,0.940669716,0.935364942,0.994381945,0.916659096,0.913853558,0.904014003
86935,1.013541519,0.873678482,0.906314712,1.055097264,0.935752134,0.900671518
86938,0.922021207,0.92893451,0.939133538,0.95691949,0.963391249,0.947409903
86941,0.887504365,0.928124049,0.968654957,0.998767793,0.894871607,0.906597039
86944,0.90969042,0.960386495,0.89376207,0.91029006,0.930182345,0.912514132
86947,0.92152824,0.927669425,0.895468669,0.956372956,0.95854646,0.963848047
86950,0.958201501,0.900872609,0.952997401,0.88073325,0.911543996,0.918608087
86953,0.906231382,0.921726935,0.908554628,0.939707678,0.95838689,0.874103133
86956,1.05641767,1.009199396,0.907667813,0.934474527,0.885671718,0.993840136
86959,0.940811451,0.944522547,0.921860122,0.864526785,0.990265846,0.920720915
86962,0.967454738,0.890211449,0.93738361,0.915521615,0.914595222,0.915211433
86965,0.947196065,0.93127677,0.923749688,0.944226464,0.849268472,0.928714921
86968,0.954827697,0.938059462,0.948948154,0.938632182,0.905780871,0.905236123
86971,0.957002034,0.946738472,0.931745219,0.948507525,0.925835601,0.887524067
86974,0.904463006,0.914507379,0.911097613,0.938674006,0.971122047,0.956698757
86977,0.91348008,0.898919782,0.838760031,0.921450789,0.907407781,0.92367856
86980,0.975316906,0.875340583,0.984430283,0.90087504,0.946105907,0.887853582
86983,0.934367814,0.918425099,0.924727946,0.925113515,0.919810026,0.928964929
86986,0.861076954,0.834666683,0.899550487,0.928482239,0.86833777,0.864442504
86989,0.882444593,0.990604108,0.953245733,0.92029013,0.866242628,0.961071643
86992,0.904276495,0.916853264,0.936331277,1.000356251,0.979971282,0.904869474
86995,0.909544306,0.850589256,0.928547071,1.007164237,0.956417357,0.925458428
86998,0.939873361,0.916171947,0.909266009,0.963586405,0.895089509,0.94714011
87001,0.897317036,0.961062069,0.901245958,0.91401472,0.900959282,0.913136504
87004,0.856154904,0.877716581,0.965832756,0.899206977,1.037813498,0.873527444
87007,0.937301044,0.897679397,1.002831033,0.975530107,0.913489883,0.894169644
87010,0.971477231,0.919672439,0.973320128,0.885932012,0.890268666,0.864233549
87013,0.941367113,0.941387534,0.916418385,0.868366729,0.91716654,0.934127124
87016,0.961021013,0.920073629,0.960631905,0.979079591,1.012687787,0.915982224
87019,0.907904232,0.888230576,0.9434791,0.970863867,0.975708487,0.982969443
87022,0.967581913,0.935660768,0.911678283,0.928659074,0.918533165,0.854519062
87025,0.877990993,0.929997621,0.940427474,0.919709413,0.932765832,0.882038666
87028,0.893224751,0.952810662,0.918031218,0.989440178,0.884864259,0.895424677
87031,0.854373464,0.887739234,0.87361155,0.937054772,0.948155065,0.868361332
87034,0.979902552,0.892225274,0.952403259,0.909817045,0.948678363,0.997860707
87037,0.874008585,0.899272619,0.933953147,0.857387699,0.896885789,1.011893565
87040,0.891740086,0.826887678,0.900615154,0.934644196,0.884946661,0.924761224
87043,0.909867864,0.910459074,0.973157014,0.952111562,0.888021969,0.893444144
87046,0.905985823,0.886407272,0.865369126,0.946873744,0.934358855,0.934481465
87049,0.921905144,0.898223314,0.916554505,0.887467963,0.832076867,0.881089451
87052,0.910109814,0.943217551,0.88734255,0.869597579,0.89897939,0.954406746
87055,0.953230546,0.917054531,0.961946095,0.952969437,0.89702161,0.917583206
87058,0.91579691,0.985396142,0.902287207,0.971295803,0.895497187,0.921563773
87061,0.920279076,0.892583836,0.955329721,0.924586693,0.931933644,0.876863658
87064,0.927619203,0.915402247,0.851839264,0.963474117,0.993978954,0.894009292
87067,1.019433863,0.955028054,0.873195692,0.947292283,0.902449865,0.955215606
87070,0.946569768,0.885748186,0.920060139,0.912173431,0.883573647,0.966158414
87073,0.916560614,0.953539829,0.900604369,0.963702553,0.93383601,0.895553517
87076,0.984377468,0.961234276,0.90422463,0.898289664,0.963527942,0.91097425
87079,0.959718192,0.899796724,0.906442136,1.04238096,0.881427214,0.955704693
87082,0.908527282,0.923739523,0.996505481,1.005337382,0.967334788,0.901574129
87085,0.884558773,0.874438147,0.912202038,0.961402364,0.990948733,1.019542341
87088,0.913388066,0.893032613,0.959467827,0.926997342,0.897567243,0.832931863
87091,0.984970974,0.964471715,0.872438561,0.88940517,0.85839071,0.926743971
87094,0.921592697,0.925448395,0.916786004,0.913913959,0.892674267,0.877174524
87097,1.031769858,0.906353876,0.947869682,0.996158304,0.838948125,1.008011622
87100,0.912916873,0.989053214,0.881729926,0.954585559,0.919334053,0.924508249
87103,0.91998542,0.895052851,0.96205213,0.857099945,0.9381028,0.88809316
87106,0.962088223,0.822938776,0.899470581,1.027869322,0.958043407,0.903092146
87109,0.883557101,0.981203184,0.9387748,0.923984812,0.902098845,0.854688511
87112,0.848785758,0.893390381,0.993047907,0.913764471,0.893426593,0.997556631
87115,0.945943532,0.837273004,0.926014461,0.921900689,0.912417303,0.903130608
87118,0.945149827,0.812150641,0.950639753,0.920052033,0.871873565,0.882616535
87121,0.88523751,0.860770847,0.927659598,0.785276355,0.93079175,0.924508429
87124,0.95132359,0.873001495,0.894736379,0.965602946,0.982468876,0.886041921
87127,0.928531455,0.88964008,0.862810753,0.874420842,0.89421505,0.890719027
87130,0.934431419,0.862778664,0.944290771,0.952027331,0.918477289,0.989051464
87133,0.861431233,1.006387292,0.894225671,0.926464385,0.977875936,0.877137479
87136,0.896250358,0.919911222,0.907212545,0.944139246,0.951584934,0.951443927
87139,0.948366229,0.973330357,0.951718448,0.892950768,0.87074522,0.906505235
87142,0.842813319,0.890553287,0.955084686,0.948608043,0.89647277,0.949417875
87145,0.904052033,0.86482577,0.931223746,0.936902885,0.961908527,0.936882503
87148,0.946797338,0.923313538,0.864614744,0.886909665,0.975866717,0.872908246
87151,0.892434823,0.885953383,0.942935543,0.966075389,0.896585033,0.915014479
87154,0.948456503,0.841020503,1.013902206,0.907488611,0.916468683,0.885194101
87157,0.968310551,0.923776655,0.902211149,0.953989341,0.951396401,0.914986363
87160,0.951224427,0.871950012,0.929800765,0.879771245,0.898359256,0.853077542
87163,0.888897742,0.964297134,0.895577807,0.86242623,0.954464278,0.943135646
87166,0.925614003,0.87646756,0.967350495,0.939600305,0.910312492,0.954034152
87169,0.980643056,0.902391682,0.895907961,0.953319322,0.962727241,0.940837704
87172,0.905940939,0.926558812,0.95088202,0.968875495,0.923443425,0.93558664
87175,0.899770731,0.93894204,0.908213365,0.973936137,0.885377401,1.006741971
87178,0.950150976,0.929224858,0.943108691,0.902912444,0.98987323,0.892560303
87181,0.928836653,0.886124308,0.964907826,0.90658599,0.995873264,0.881043982
87184,0.942277054,0.893064704,0.906551299,0.921371432,0.884099023,0.912380657
87187,0.994779968,0.911242711,0.8969005,1.05783628,0.991015412,0.91280852
87190,0.954589443,0.915866046,0.940448309,0.917960227,0.949544121,0.886319218
87193,0.944189782,0.972527166,0.938633858,0.950793405,0.941652584,0.93099089
87196,0.867818519,0.915158062,0.903314825,0.924861422,0.914601231,0.914877433
87199,0.921369475,0.947162458,0.89081221,0.936382791,0.904903655,0.911484059
87202,0.912978388,0.88488042,0.951479488,0.897819628,0.934104388,1.030871586
87205,0.976047076,0.972454349,0.895426752,0.906060058,0.929765055,0.861634974
87208,0.890657377,0.890527169,0.95504407,0.855620256,0.959439322,0.884650346
87211,0.921713941,0.894398784,0.898195906,0.952396894,0.900540999,0.971960385
87214,0.991629601,0.951685783,0.921515946,0.973327924,0.971876627,0.843350222
87217,0.917862463,0.921715251,0.895318591,0.931066667,0.987640157,0.850636381
87220,1.006614841,1.01685813,0.937614022,0.919730865,1.071139995,0.949067809
87223,0.949545305,0.954809118,0.911091158,0.83219993,0.856073967,0.936167924
87226,0.910063393,0.895668561,0.958590035,0.911929107,1.002274019,0.90856836
87229,0.881711718,0.892688774,0.948947809,0.896162902,0.943619218,0.952054645
87232,0.848866988,0.872327356,0.95063978,0.935095927,0.92458147,0.911837154
87235,0.924818477,0.881423584,0.91265967,0.842809775,0.883135239,0.927652121
87238,0.917360969,0.896955989,0.879774396,0.980984092,0.884066724,0.900133088
87241,0.980168277,0.867454673,0.947119328,0.903169252,0.939232238,0.915035696
87244,0.942174499,0.999445279,0.863924967,0.963522645,0.888712411,0.950575497
87247,0.91817087,0.941851572,0.951360127,0.925111207,0.916889123,0.978778282
87250,0.937802381,0.865629223,0.882290816,0.918848191,0.89484692,1.052586365
87253,0.969958104,0.884816244,0.974803882,0.868071927,0.922949291,1.010760238
87256,0.865397899,0.881774139,0.898770871,0.877564748,0.840977459,0.966994562
87259,0.859192698,0.971217929,1.015538503,1.005990794,0.863930102,1.005022332
87262,0.950055502,0.860284674,0.949640433,0.870899458,0.925229965,1.002745447
87265,0.964842486,1.009228106,0.911149634,0.933662655,0.990198329,0.913189413
87268,0.891459392,0.97198846,0.992085465,0.968658877,0.973112089,0.926160545
87271,0.945344988,0.918344709,0.905849417,0.899098958,0.913699933,1.005509928
87274,0.928095961,0.919127756,0.918754898,0.937098156,0.904690708,0.915166913
87277,0.893708344,0.904767444,0.889743091,0.954501802,0.936311504,0.900995452
87280,0.912675939,0.928394321,0.921804985,0.967052328,0.875108256,0.864310525
87283,0.901700623,0.911830409,0.910446375,0.864703523,0.994657843,1.001267936
87286,0.96328802,0.931532518,0.897024661,0.92780031,0.949703155,0.892583835
87289,0.985888928,0.929574299,0.924402354,0.954987822,0.994308008,0.943407661
87292,0.952074298,0.924049583,0.966111474,0.979903461,0.929623775,0.959737797
87295,0.936315128,0.918174925,0.999476691,0.9531373,0.972852391,0.893131803
87298,0.928015314,0.894788128,0.927438825,0.970456441,0.867330899,0.929411496
87301,0.91057278,0.900007134,0.962724992,0.979727862,0.952191654,1.000816521
87304,0.963348133,0.927754046,0.89864573,0.918711302,0.912803994,0.902272858
87307,0.966381479,0.943724844,0.939918916,0.921015486,0.917008241,0.955485909
87310,1.012093395,0.968535442,0.945205658,0.874633997,0.971127917,0.919948988
87313,0.896679954,0.931385822,0.865065042,0.911246184,0.907299659,0.953920395
87316,0.873301306,0.940523334,0.963292062,0.95875607,0.902930719,0.915156521
87319,0.919216877,0.92264923,0.922084715,0.886541531,0.910285076,0.913401437
87322,0.928313477,0.950067841,1.010329795,0.925324574,0.95414174,0.909495688
87325,0.981665188,0.920169428,0.925873611,0.929008817,0.955576056,0.918591628
87328,1.023948944,0.909964466,0.898134991,0.960432869,0.930304177,1.076319723
87331,0.943560641,0.91097245,0.930147669,0.915622446,0.866127059,0.868866096
87334,0.975964676,0.968601698,0.926067077,0.916399335,0.888614496,0.963996723
87337,0.940464877,0.952182858,0.972363259,0.892113557,0.98211498,0.877138445
87340,0.89148906,0.85641606,0.878008871,0.924796369,1.012900573,0.894101196
87343,0.852151621,0.904202552,1.021987683,0.943323139,1.025498537,0.941566292
87346,0.915731963,0.958700551,1.006406676,0.866596927,0.9177453,0.889155977
87349,0.960023897,0.960025478,0.966557788,0.928679762,0.922235059,0.930086398
87352,0.878356115,0.843159042,0.981436098,0.947075681,0.881201692,0.996432274
87355,1.010273122,0.830340724,0.95606843,0.880814183,0.903874973,0.902383932
87358,0.94283242,0.878129001,0.909387812,0.879650076,0.930151591,0.82944227
87361,0.850156694,0.967715987,0.946795599,0.864732794,0.879992119,0.868502529
87364,0.99015554,0.906544611,0.898524806,0.899726355,0.885086706,0.846160121
87367,0.878771242,0.90928537,0.97465795,0.941392018,0.887487003,0.912624762
87370,0.932753876,0.939742224,0.950164808,1.010160209,0.890061807,0.962064678
87373,0.871548318,0.889088703,0.908689034,0.876173968,0.881495889,1.023199513
87376,0.907398962,0.912446077,0.906351992,0.926056758,0.863672761,0.892347035
87379,0.949631968,0.975520148,0.936706142,0.926224647,0.927755978,0.923136345
87382,0.949275892,0.955534858,0.900081081,0.923264696,0.958363573,0.924453031
87385,0.904936891,0.83508053,0.938623297,0.892437566,0.909622668,0.905583439
87388,0.887098059,0.931949082,0.908636923,0.970187869,0.934714498,0.877884885
87391,0.922405064,0.865093426,0.884524893,0.880569583,0.975062349,1.002257516
87394,0.9308539,1.090388565,0.912410729,0.929387802,0.862397183,0.887725329
87397,1.000249592,0.905356678,0.915049995,0.957176,0.991405771,0.960150728
87400,0.925670681,0.909974276,0.886656166,0.944701587,0.88239521,0.914610222
87403,0.877753766,0.909727551,0.909561373,0.917405167,0.915081926,0.89828052
87406,0.89291293,0.907953591,0.950072086,0.941874624,0.948207379,0.898235806
87409,0.930996182,0.877814408,0.875319475,0.948699278,0.948511943,0.944295254
87412,0.968796198,0.856384809,0.940898791,0.957933329,0.942731485,0.945093839
87415,0.929274247,0.898727463,0.908686061,0.960112024,0.909278734,0.950746221
87418,0.983077009,0.913518585,0.903658536,0.937002201,0.890326544,0.967297477
87421,0.921330056,0.883946941,0.85877487,0.940550949,0.894118943,0.876938677
87424,0.929649122,0.946874555,0.891316783,0.924205514,0.89070178,0.908509707
87427,0.951320208,0.878416487,0.953956405,0.965167773,0.897271092,0.911050155
87430,0.920597287,0.882117014,0.889421743,0.91151986,0.880584471,0.944807125
87433,0.977791812,0.857725661,0.941239729,0.877959257,0.928887876,0.919038731
87436,0.952331383,0.829148253,0.862666051,0.88097901,0.907875373,0.944981331
87439,0.929312102,0.923228209,0.872506944,0.971894852,0.935157747,0.907709717
87442,1.032935092,0.909616533,0.884974233,0.927580825,0.887833907,0.965529127
87445,0.884599516,0.928000502,0.946996577,0.87001084,0.949755746,0.996713638
87448,0.907033806,0.957928549,0.951456264,0.931986415,1.024644458,0.886146738
87451,0.941390681,0.8993033,0.878943762,0.966159467,0.952042178,0.872232061
87454,0.957231032,0.888482374,0.961838607,0.936619899,0.911569703,0.834579244
87457,0.877444418,0.864947267,0.876822026,0.941078104,0.937593195,0.940521272
87460,0.902610216,0.939504752,0.866070927,0.882627713,0.98398777,0.902080739
87463,0.901618555,0.870619716,0.870830113,0.851646874,0.954480421,0.96006099
87466,0.887293377,0.944404875,0.861008843,0.913174928,0.914308264,0.911500877
87469,0.862426115,0.914422819,0.937596734,0.892200869,0.819437853,0.90051005
87472,0.849282111,0.830279788,0.904665552,0.91345675,0.913046226,0.96541703
87475,0.98368608,0.884178702,0.886015332,0.858519766,0.92402028,0.922943993
87478,0.974515146,0.944153091,0.888305596,0.991607333,0.924689998,0.932266136
87481,0.971049782,0.885608269,0.893760052,0.872810138,0.87919208,0.981544914
87484,0.89801203,0.855099655,0.896374569,0.856092012,0.935293479,0.923994667
87487,0.947437309,0.836511211,0.955010722,0.885459667,0.968755283,0.982207645
87490,0.935768205,0.875781862,0.947225105,0.908616638,0.873154764,0.890412639
87493,0.910027879,0.942507612,0.83575219,0.928853323,0.903264305,0.856308848
87496,0.892423242,0.895390557,0.85194056,0.99228744,0.865216155,0.936784745
87499,0.910668814,0.982070411,0.880467245,0.9460988,0.944918949,0.863861618
87502,0.984427197,0.911048545,0.93370022,0.893430082,0.943949375,0.91206927
87505,0.943780579,1.041816712,0.967877526,0.891834676,0.9741,0.897458697
87508,0.946845687,0.898303425,0.91017188,0.868034879,0.971524505,0.92526891
87511,0.863560621,0.919566088,0.880097477,0.928311619,0.923875776,0.963150981
87514,0.897400801,0.96760268,0.896586007,0.903493838,0.954126506,0.979737235
87517,0.89901295,0.940878664,0.92415658,0.977960397,0.917813976,0.980965099
87520,0.909229964,0.973103965,0.928815248,0.945240193,0.909706216,0.952426009
87523,0.972272148,0.874044396,0.917074518,0.875546347,0.950475269,0.900698561
87526,0.991873346,0.913958042,0.908321569,0.940303741,0.8861277,0.963069278
87529,0.938252115,0.898704107,0.963060446,0.939458527,0.914923842,0.90367462
87532,0.976348118,0.928770024,0.967933673,0.967149014,0.957671404,0.878354413
87535,0.919104822,0.887604273,0.917498369,0.960180003,0.956572742,0.944217562
87538,0.897487698,0.926805918,0.907294066,0.93442364,0.906566679,0.914234617
87541,0.99326746,0.926741799,0.945590028,0.878209634,0.955912827,1.011345671
87544,0.898130792,0.93445722,0.907847137,0.886167448,0.964741074,0.989419675
87547,0.932715301,0.933884716,0.93561597,0.909251997,0.933710915,0.967991484
87550,0.97241401,0.850034014,0.889016646,0.907218539,0.987383355,0.912868868
87553,0.966630748,0.967810683,0.919554864,0.970838759,0.931326066,0.857411926
87556,0.93191409,0.953163821,0.903778306,0.906396296,0.95307004,0.913552143
87559,0.924387469,0.958647908,0.890953817,0.922564886,0.957442536,0.914199013
87562,0.891167013,0.879603395,0.896741796,0.945924474,0.884901825,0.964204994
87565,0.920131714,0.96371287,0.907906026,0.977829817,0.924530211,0.910477067
87568,0.931147499,0.870518238,1.014205645,0.950157878,0.983225823,0.988411755
87571,0.86200426,0.901315863,0.87352622,0.929769354,0.906251668,0.925892807
87574,0.885564393,0.998781521,0.867200852,0.871024874,0.940403553,0.93822401
87577,0.907140828,0.91178929,1.006164511,0.975318634,1.002986781,0.870375516
87580,0.94726062,0.823966236,0.85612627,0.895342054,0.901977513,0.970776566
87583,0.931396209,0.939004635,0.935908847,0.898339029,0.915349316,0.94779792
87586,0.835297477,0.930177677,0.941864641,0.964979585,0.944843929,0.860156953
87589,1.008605249,0.901483942,0.899988811,0.906036659,0.943281264,0.979577164
87592,0.907871049,0.901424853,0.883226623,0.869203922,0.872801146,0.884190967
87595,0.978847581,0.952803601,0.905639288,0.982234167,0.967379163,0.949079441
87598,0.965435022,0.958832838,0.889636376,0.941968113,0.813244041,0.882171119
87601,0.964431893,0.936373255,0.876814576,0.924372552,0.9674931,1.03406661
87604,0.971507974,0.841361319,0.952122247,0.921183914,0.964086302,0.89292497
87607,0.961197247,0.931404905,0.911204978,0.962011241,0.950547161,0.975269307
87610,0.943399686,0.9525286,1.008579021,0.887768035,0.913761976,0.998552545
87613,0.978265513,0.905812685,0.944602229,0.931588319,0.914399524,0.857485455
87616,0.934895346,0.849687532,0.984391117,0.928265203,0.842511519,0.856138411
87619,0.961477179,0.924885237,0.940554732,0.947494548,0.972849015,0.858462966
87622,0.925455967,0.879878249,0.929983269,0.901258575,0.945361667,0.891104983
87625,0.890997618,0.94297933,0.916979135,0.897798729,0.99111298,0.942009132
87628,0.928633895,0.845840183,0.891482807,1.01297943,0.940804064,0.929695447
87631,0.895721528,0.890581063,0.898905668,0.972011587,0.957347981,0.951997802
87634,0.914780705,0.937570135,0.934793467,0.970869386,0.990317741,0.939831918
87637,0.840108753,0.955447798,0.899399092,0.903657854,0.970319356,1.036519595
87640,0.913592075,0.905442727,0.9331406,0.895285833,0.916653109,0.920708802
87643,0.926190108,0.963359755,0.888769399,0.962023143,0.908631779,0.936885717
87646,0.9761233,0.954247883,0.914170896,0.929835727,1.005015318,0.924465235
87649,0.982231246,0.932866831,0.954422443,0.956367649,0.949209229,0.950647612
87652,0.8979967,0.885849826,0.910315684,1.041404018,1.005059548,0.930413878
87655,1.002937824,0.917666674,0.88233676,0.888323283,0.982203274,0.979953215
87658,0.965107384,0.927599509,0.912955871,0.924038685,0.916644885,0.886335233
87661,0.921581566,0.950336846,0.914578757,0.963365867,0.945765184,0.871249358
87664,0.974074599,0.944411879,0.920776291,0.977017001,0.959496884,0.952171478
87667,0.904100603,0.907527562,0.848863362,0.908986395,0.941516291,0.909233508
87670,0.968236407,0.901584623,1.040660163,0.903723387,0.907595056,0.946027793
87673,0.959923195,0.966929016,0.907363622,0.907658965,0.948733836,0.927005535
87676,0.943221561,0.99131165,0.987543487,0.890829854,0.961493753,0.945258299
87679,0.880226642,0.941930493,0.90866156,0.927152732,0.958239521,0.898270047
87682,0.90467525,0.864463834,0.861755178,0.948489171,0.879680803,0.884617509
87685,0.942688483,0.861170334,0.895285017,0.866349412,0.942980397,0.89806138
87688,0.912082484,0.873368035,0.867355679,0.89173221,0.939118154,0.878076898
87691,0.854831929,0.940867784,1.040658148,0.891710356,0.971517462,0.893009557
87694,0.936288811,0.963460528,0.890013107,0.933840721,0.901654983,0.91830389
87697,0.941840947,0.93350847,0.944228545,0.877327902,0.893341883,0.95416287
87700,0.889065345,0.927090459,0.884844301,0.864748561,0.969138204,1.04760016
87703,0.896103237,0.89434886,0.904449461,0.832284977,1.003449468,0.872729173
87706,0.985593618,0.883878849,0.871926009,0.927285404,0.900393068,0.94092796
87709,0.864745525,0.941630272,0.886672831,0.888445132,0.916561477,0.889149519
87712,0.966653338,0.84452727,0.95051764,0.961461562,0.900639658,1.00016547
87715,0.944807703,0.876168268,0.916213012,0.857475295,0.880311144,0.862881905
87718,0.915045876,0.842342376,0.942165519,1.010016541,0.934189329,0.945182725
87721,0.932187339,0.880834978,0.936721659,0.91371642,0.888148974,0.927248819
87724,0.883819112,0.870606398,0.857633099,0.989779828,0.893770518,0.967975887
87727,0.917723363,0.891835619,0.946438305,0.88273744,1.123276578,0.935974303
87730,0.95108057,0.910550963,0.932373536,0.928162664,0.936992224,0.8738207
87733,0.864187621,0.87931925,0.941967025,0.91102166,0.911286945,0.983195782
87736,0.948350877,0.857422768,0.867974962,0.92553423,0.94219772,0.960748873
87739,0.871322697,0.937070292,0.930292237,0.956272712,0.946552277,0.947454755
87742,0.880900867,0.910157914,0.942955348,0.966476906,0.902440369,0.943428827
87745,0.951255975,0.872970749,0.934158823,0.963381897,0.935119654,0.867498253
87748,1.087571383,0.943336125,0.929773753,0.911258723,0.913969433,1.00551166
87751,0.934077648,0.97039927,0.950866089,0.998831321,0.883150629,0.983733833
87754,0.922540216,0.944551698,0.945522988,0.882845941,0.873849302,0.916402454
87757,0.961500113,0.876652262,0.946823118,0.910785532,0.930638509,0.916933322
87760,0.97359276,0.902875955,0.987953614,0.961662283,0.942967478,0.906027708
87763,1.020509273,0.939223559,0.907037284,0.98428039,0.95788121,0.889785843
87766,0.949966863,0.883577191,0.97130091,0.922786605,0.931646424,0.977713465
87769,0.942528699,0.940539012,0.911348873,0.960600363,0.937290198,0.907461369
87772,0.953722841,0.97521087,0.8959084,0.934111646,0.958048222,0.917769945
87775,0.929427944,1.003137273,0.938947386,0.882865375,0.928186183,0.869334316
87778,0.941262949,0.95865569,0.938416828,0.944565894,0.937778137,0.997820353
87781,0.890049873,0.893039962,0.89662398,0.914094168,1.016837949,0.917504181
87784,0.930135125,0.932122156,0.918504267,0.889398847,0.869737206,0.927728014
87787,0.880367979,0.907243572,1.005465306,0.973562569,0.954212899,0.958149725
87790,0.932833479,0.94746141,0.93736974,0.954883725,0.901550309,0.97749039
87793,0.896028297,0.938035879,0.89330035,0.892050916,0.931185265,0.902578731
87796,0.994502069,0.878367552,0.958994231,0.890601821,0.933572033,0.897527358
87799,0.928666943,0.875013374,0.937013165,0.918400479,0.925437119,0.928109587
87802,0.944595834,0.931429658,0.929226052,0.941515833,0.900641426,0.916884613
87805,0.943655878,0.897075706,0.921609483,0.926345741,0.924211504,0.892145835
87808,0.952748372,0.870547727,0.936869165,0.960527916,1.019033524,0.976364079
87811,0.879882603,0.935271845,0.929345395,0.948275924,0.845299444,0.890986621
87814,0.991534911,0.91413459,0.934659337,0.9493216,0.883870387,0.918586276
87817,0.947834905,0.898247032,0.928401495,0.902522247,0.940054715,0.962339745
87820,0.877025084,0.911922047,0.875893639,0.921674328,0.926489247,0.892290625
87823,0.928567073,0.867707551,0.887193877,0.934900585,1.010680683,0.911849008
87826,1.015255198,0.917060978,0.915741073,0.883601519,0.838706947,0.848463991
87829,0.887164055,0.949231662,0.928359401,0.8963497,0.951510727,0.956694589
87832,0.885141423,0.888944099,0.89893474,0.962478353,0.884352549,0.94041917
87835,0.964022702,0.887238585,0.866316603,0.896924354,0.888601998,0.96194336
87838,0.88255031,0.893525586,0.948202581,0.890823389,0.964560372,0.939933763
87841,0.939556422,0.902550803,0.974410962,0.834915812,1.007617647,0.886672516
87844,0.879992836,0.869970378,1.013772315,0.897005948,0.931652735,0.868875246
87847,0.907923393,0.957436436,0.991940119,0.863388414,0.843821658,1.062923494
87850,0.872539141,0.903455705,0.894948254,0.85374196,0.941520495,0.983175779
87853,0.881798581,1.015455248,0.903848578,0.895719437,0.962014576,0.89939212
87856,0.963336484,1.004550754,0.922749497,0.913976595,0.84439291,0.944114916
87859,0.862418522,0.959261112,0.856475676,0.965409302,0.856807214,0.955700116
87862,0.973451101,0.96055778,0.89238104,0.851400258,1.014179576,1.001889879
87865,0.870837303,0.90360936,0.930608623,0.961021323,0.834787479,0.876892337
87868,0.962605728,0.995177421,1.009102166,0.939638367,0.849288528,0.921200483
87871,0.894375721,0.914117902,0.882940854,0.88664771,0.938095881,0.906476289
87874,0.892209395,1.01381128,0.978335237,0.916840877,0.96747456,0.883677907
87877,0.93050101,0.925061286,0.97267046,0.894555005,0.888020274,0.926167236
87880,0.888059238,0.935458129,0.916873489,0.922257337,0.992465552,0.936936117
87883,0.939792088,0.876961859,0.957926177,0.936873169,0.920789532,0.869415684
87886,0.947450983,0.903676391,0.930614304,0.927802518,0.881598982,0.904626699
87889,0.953508536,0.91269184,0.971377298,1.007053066,0.956100675,0.958370757
87892,0.875108607,0.950274748,0.971458814,0.95247483,0.986895715,0.929658996
87895,0.965644762,0.920383474,0.870854643,0.952193746,0.91672416,0.961302685
87898,0.970838383,0.87493305,0.936280753,0.849401264,0.90656173,0.940886484
87901,0.94793355,0.903342099,0.932653277,0.865153665,0.914539541,0.926552027
87904,0.943449096,0.951989667,0.891045077,0.910192263,0.879367663,0.925138825
87907,0.926674099,0.953374643,0.943585256,0.959632463,0.870165169,0.885746163
87910,1.017960524,0.879062977,1.032835676,0.890433647,0.908431298,0.903682867
87913,0.935114927,0.933574298,0.888195171,0.924266157,0.89636728,0.890542912
87916,0.892175702,0.944582524,0.935093642,0.952223745,0.979640368,0.920662955
87919,0.892334033,0.914201692,0.972333661,0.945097098,0.926507402,0.91360448
87922,0.931906439,0.960838601,0.893418926,0.941787631,0.892714048,0.940935103
87925,1.021870258,0.89952668,0.887842356,0.923177157,0.890026671,0.974922406
87928,0.867128724,0.860240037,0.937113879,0.970887106,0.96718641,0.860153753
87931,1.002332198,1.016147931,0.958265551,0.940978898,0.930243913,0.879487459
87934,0.968384679,0.999409121,0.858582058,0.926717847,0.858478884,0.973590783
87937,0.968729879,0.926652364,0.923378146,0.978392633,0.859158908,0.866583027
87940,0.912561266,0.959120248,0.931891373,0.919259594,0.922800285,0.993415627
87943,0.918686779,0.942777946,0.959208338,0.9479771,0.995399066,0.923904582
87946,0.932359828,0.988932744,0.941806199,0.869511591,0.919052669,0.940395348
87949,0.904644054,0.914372478,0.976317898,0.939236764,0.918157107,0.90278064
87952,0.90061066,0.918238292,0.871219912,0.872079165,0.82481233,0.912956158
87955,0.923109218,0.925887631,0.905143049,0.880499028,0.9049207,0.86859121
87958,0.969027435,0.914634541,0.973834001,1.024017799,0.884753208,0.911757232
87961,0.930173942,0.994844623,0.933859216,0.868946051,0.862466255,0.92485727
87964,0.914795414,0.924841477,0.943782262,0.93220275,0.978238191,0.910366959
87967,0.942897102,0.959194621,0.979450929,0.884980079,0.89711208,0.896718589
87970,0.942084944,0.926851455,0.906373499,0.919388504,0.927763814,0.907735699
87973,0.898757167,0.892555372,0.882565321,0.925863334,0.958250869,0.841539088
87976,0.869958418,0.921275252,0.912741374,0.909543988,0.857262601,0.949526467
87979,0.933050618,0.850011546,0.910908963,0.947321008,0.958495401,0.929739601
87982,0.909174006,0.899207711,0.880573081,0.954694117,0.901361371,1.046363807
