steps,case1,case2,case3,case4,case5,case6
22549,0.897980471,0.943994657,0.88323396,0.874095386,0.901471644,0.927850489
22552,0.89062341,0.886845991,0.86757858,0.916568339,0.914236499,0.938345511
22555,0.863843399,0.932347399,0.839716278,0.858928549,0.885733915,0.883030641
22558,0.851478994,0.961752433,0.811247043,0.914854294,0.889249709,0.835929871
22561,0.853620089,0.83203454,0.823796751,0.938817097,0.864548937,0.915944792
22564,0.876312682,0.904801413,0.861035199,0.886600566,0.871555456,0.844843287
22567,0.847527965,0.873869859,0.917735204,0.894249538,0.891499902,0.906530139
22570,0.872921421,0.928269254,0.999703398,0.909916747,0.938421827,0.822121521
22573,0.883446404,0.911598007,0.91102503,0.886009977,0.930872351,0.926446596
22576,0.895410393,0.894098571,0.879430059,0.894087381,0.859595972,0.906762815
22579,0.878779344,0.853397334,0.93759512,0.866103853,0.934391851,0.867110454
22582,0.926488094,0.87959073,0.896771802,0.909093228,0.936490044,0.878159095
22585,0.874787712,0.922997903,0.978140575,0.885275529,0.946816917,0.884355692
22588,0.884260579,0.872750086,0.896563578,0.905565733,0.911921869,0.867416875
22591,0.861945695,0.85932661,0.840901036,0.853262715,0.937346392,0.86795511
22594,0.843768524,0.901377302,0.94533792,0.88762467,0.872898206,0.825485544
22597,0.93536267,0.905926388,0.926348937,0.920076028,0.842895663,0.9039106
22600,0.959177268,0.890105653,0.949900252,0.885214219,0.835814126,0.875308897
22603,0.978114375,0.920016461,0.873864327,0.916507129,0.894494639,0.869971029
22606,0.902336755,0.872717139,0.940077868,0.905454845,0.90441977,0.927607384
22609,0.917969382,0.945930105,0.990404635,0.918738816,0.818393758,0.850319108
22612,0.800925265,0.867901423,0.833622343,0.881521953,0.872685946,0.852860432
22615,0.825998863,0.94187409,0.850066832,0.875581711,0.897073739,0.823937624
22618,0.807149741,0.849060079,0.880145171,0.870142812,0.88070105,0.95232188
22621,0.802268851,0.878869868,0.837242626,0.855844034,0.917147102,0.852407601
22624,1.003453495,0.836629833,0.84935323,0.90088847,0.817100271,0.807459614
22627,0.949634999,1.127920841,0.811403848,0.957405465,0.994999259,0.877039729
22630,0.835718263,0.837043128,0.840594609,0.955099643,0.922448866,0.842970637
22633,0.785733695,0.915923967,0.760803169,0.930230484,0.955762044,0.910905013
22636,0.878466795,0.81171403,0.919485588,0.893455309,0.839820113,0.941159055
22639,0.850350698,0.858434142,0.842935051,0.855767277,0.87786613,0.903577261
22642,0.938230044,0.960475679,0.866009035,0.892740674,0.814786149,0.794403778
22645,0.833454479,0.802339565,0.825887792,0.870596619,0.809457262,0.935001874
22648,0.965137332,1.000197559,0.919639752,0.899279771,0.843063005,0.925263252
22651,0.826479964,0.855198538,0.899695748,0.832629582,0.864894025,0.922139465
22654,0.954791819,0.85470491,0.81420259,0.824765404,0.902731989,0.848911177
22657,0.82294213,0.835964804,0.832807595,0.898775582,1.004784056,0.865092086
22660,0.917397672,0.977563742,0.897655963,0.895392226,0.877610413,0.846718841
22663,0.873930865,0.888247639,0.993271059,0.852317464,0.841410017,0.824696434
22666,0.877054174,0.838197819,0.945144689,0.934472425,0.9124837,0.881707603
22669,0.829265549,0.864433335,0.837686379,0.861773747,0.896479249,0.827925234
22672,0.879185058,0.81901476,1.013117716,0.860714828,0.923791335,0.79508849
22675,0.889259008,0.860406193,0.897294,0.943622462,0.983044025,0.847629953
22678,0.919443758,0.806734139,0.854171674,0.97112416,0.867111754,0.860636009
22681,0.793433888,0.846133607,0.872390626,0.929723648,0.929345777,0.896297229
22684,0.908583434,0.873139652,0.940407299,0.866921546,0.878115939,0.905445828
22687,0.857898646,0.880216084,0.883790935,0.871798048,0.812852685,0.882292561
22690,0.90295876,0.906754696,0.953663115,0.863701276,0.914189376,0.849659879
22693,0.911177888,1.002876472,0.877603963,0.974840912,0.920881571,0.973467194
22696,0.920751695,0.927127464,0.985406713,0.866540448,0.927054448,0.874299108
22699,0.994519732,0.954144152,1.005148035,0.994066152,1.002023968,0.918995437
22702,0.924235665,0.923436396,0.92582616,0.973678095,0.885444733,0.913475169
22705,0.862031507,0.840305903,0.887578681,0.868097213,0.858422884,0.934044846
22708,0.861196142,0.862437551,0.84653785,0.910402693,0.949024758,0.828738518
22711,0.858748522,0.924127782,0.920492547,0.876398461,0.892018021,0.867759149
22714,0.901325733,0.882094057,0.879162925,0.889284314,0.860163273,0.831025447
22717,0.873789494,0.911916404,0.867930751,0.906313788,0.829219749,0.875923808
22720,0.854964021,0.944433091,0.946432759,0.96273942,0.885622688,0.860424853
22723,0.917456841,0.864886254,0.944454042,0.925130106,0.90538965,0.9078997
22726,0.86560777,0.948392266,0.955732199,0.903795355,0.837474728,0.894003199
22729,0.834640396,0.890148932,0.970431227,0.83805522,0.803193206,0.833699398
22732,0.907080916,0.909026621,0.956087701,0.883908259,0.883111052,0.857615982
22735,0.890667774,0.915532663,0.953669357,0.872812183,0.900813854,0.917379372
22738,0.883207013,0.879246919,0.900178957,0.944822612,0.925152894,0.857587275
22741,0.915646912,0.845761599,0.800104341,0.895655186,0.837066038,0.88098226
22744,0.867948954,0.883092698,0.915186712,0.850678007,0.88902248,0.899060825
22747,0.904665551,0.836279867,0.926169921,0.826365681,0.858083968,0.817252548
22750,0.954334828,0.86781324,0.865132035,0.850038735,0.93066717,0.875748799
22753,0.833878753,0.953548117,0.889233924,0.875682385,0.880158302,0.927124975
22756,0.901397048,0.818738188,0.944944251,0.75223911,1.004549068,0.829049763
22759,0.905071062,0.84957291,0.781237712,0.907229582,0.843540119,0.862814905
22762,0.826329361,0.888608391,0.855918613,0.838424602,0.817204168,0.825910059
22765,0.908334878,0.924236752,0.978927276,0.870437976,0.889956363,0.878072038
22768,0.825334005,0.824985109,0.881805561,0.863626051,0.91688157,0.865361826
22771,0.916750855,0.854433978,0.802592606,0.90731222,0.919261564,0.884344049
22774,0.820849297,0.90338305,0.881270288,0.926804379,0.842131639,0.842439832
22777,0.869381283,0.815794728,0.858538209,0.821262833,0.893598691,0.908246338
22780,0.86779336,0.952314416,0.939925558,0.855361948,0.865963363,0.905118174
22783,0.94638032,0.876446448,0.982000336,0.842560988,0.934832065,0.898416338
22786,0.905379005,0.91292619,0.911846685,0.85036167,0.923262092,0.913439696
22789,0.893346072,0.943537192,0.876353639,0.818418833,0.861461175,0.91731601
22792,0.857265934,0.93218711,0.953513433,0.798194769,0.924529759,0.975540602
22795,0.889557896,0.875410438,0.860269837,0.970932945,0.832433056,0.888881341
22798,0.971688879,0.946328057,0.874692271,0.879054689,0.990675865,0.87996759
22801,0.880453066,0.858790283,0.869834778,0.916534046,0.908674488,0.852362157
22804,0.884957845,0.967044437,0.94557376,0.884930202,0.878704994,0.942658739
22807,0.852059139,0.880972696,0.814368359,0.893596672,0.924431133,0.901788166
22810,0.897058374,0.910112787,0.904682177,0.855808844,0.886905239,0.925985064
22813,0.902612114,0.966364679,0.865791076,0.88975388,0.945820988,0.870181631
22816,0.893594145,0.868972346,0.88285388,0.812860269,0.939122245,0.872824412
22819,0.886350905,0.834442015,0.86994409,0.949336976,0.863801811,0.914205159
22822,0.90749937,0.911832335,0.991820862,0.862711096,0.848878082,0.922498391
22825,0.857651409,0.946199284,0.970453599,0.949322258,0.869321971,0.861529529
22828,0.831435336,0.865338419,0.846531746,0.926727521,0.88807165,0.895564019
22831,0.872741167,0.874708331,0.887515638,0.97025182,0.863063916,0.820129255
22834,0.925423233,0.911492572,0.907261236,0.89265876,0.853306489,0.91320711
22837,0.891326353,0.854875103,0.914034129,0.871118658,0.881769764,0.90404705
22840,0.815838092,0.936751352,0.902905771,0.873334628,0.87294893,0.856656257
22843,0.832864869,0.891858511,0.900814866,0.951946652,0.827956615,0.953024455
22846,0.868054516,0.889725545,0.893647893,0.899529029,0.853338622,0.954396766
22849,0.842868172,0.830463635,0.974120445,0.829094072,0.903502832,0.852402886
22852,0.855149485,0.882208326,0.913667603,0.861438808,0.930070736,0.891764229
22855,0.859677364,0.923339585,0.977058189,0.919593754,1.000241723,0.952468626
22858,0.805116926,0.810019168,0.841198287,0.861560955,0.96011396,0.864355137
22861,0.827973686,0.77215559,0.790669908,0.866272738,0.884949013,0.858437311
22864,0.888346745,1.129750443,0.957102852,0.923214317,0.869036738,0.825195527
22867,0.914809734,0.908890193,0.977452164,0.746837174,0.90938187,0.821692434
22870,0.815822021,0.857771073,0.844898385,0.878877217,0.868890533,0.820931321
22873,0.83873822,0.899035935,0.7556598,0.858845375,0.89722386,1.032635322
22876,0.837761428,0.871033572,0.989459564,0.846328562,0.806462626,0.851253367
22879,0.858844826,0.829442366,0.870023748,0.840148998,0.763996298,0.926071217
22882,0.864141564,0.827417905,0.851646621,0.859935373,0.8591371,0.960124051
22885,0.87654418,0.968932817,0.94505361,0.912985937,0.829285759,0.933823096
22888,0.857505744,0.84441916,0.962651415,0.904900097,0.949370187,0.914430647
22891,0.861785174,1.012148,0.907237759,0.925225545,0.898442565,0.84179395
22894,0.864342429,0.8784234,0.864626566,0.935519159,0.989934068,0.906120895
22897,0.813063258,0.929648252,0.896432204,0.858902348,0.9269247,0.804749084
22900,0.967331687,0.897467163,0.963153836,0.9196654,0.8365509,0.905354911
22903,0.885451652,0.865338685,0.987625003,0.868806683,0.968857773,0.813425532
22906,0.905268932,0.96360152,0.856606769,0.874954736,0.956124221,0.872534434
22909,0.844631067,0.879723765,0.937839187,0.800796829,0.843157551,0.948045921
22912,0.936451636,0.877319139,0.843014577,0.904141385,0.878580131,0.802327528
22915,0.908384476,0.920919431,0.945674235,0.892626164,0.883135462,0.878541864
22918,0.861191398,0.811900798,0.873317588,0.89046401,0.928798555,0.869666121
22921,0.897503017,0.859175618,0.877674102,0.830458848,0.888431523,0.88324683
22924,0.921709605,0.878608857,0.896337686,0.895357844,0.863654759,0.874296293
22927,0.864848259,0.885057677,0.94067897,0.950142372,0.943496726,0.916013765
22930,0.95314363,0.929304768,0.886882567,0.937194003,0.904084256,0.958624101
22933,0.918025479,0.925320772,0.963541409,0.909220434,0.961573048,0.886930509
22936,0.836636441,0.866854028,0.897624518,0.89676007,0.891762081,0.872339925
22939,0.931649038,0.869816215,0.950399066,0.906993235,0.972408373,0.867504434
22942,0.875706979,0.964442196,0.862506668,0.911929649,0.87334243,0.955771217
22945,0.897331772,0.834838897,0.936541378,0.920313199,0.922558937,0.874592269
22948,0.849512764,0.86712722,0.908203646,0.918935067,0.881666864,1.000278516
22951,0.902031788,0.928638002,0.989263374,0.93732239,0.864712781,0.877331468
22954,0.865169227,0.909519758,0.919236116,1.003572989,0.916242003,0.873740256
22957,0.869903077,0.937809115,0.980048042,0.959897543,0.858141292,0.807352032
22960,0.882302263,0.878384787,0.881218216,0.844861695,0.85526952,0.950527151
22963,0.811329968,0.838001146,0.894855513,0.878640708,0.900536385,0.857054945
22966,0.867391849,0.87567132,0.934636379,0.881853475,0.882107629,0.915720645
22969,1.037560172,0.955540506,0.899979299,0.883112957,0.860490441,0.868032359
22972,0.896432115,0.889331583,0.924217789,0.775398432,0.90402422,0.95925899
22975,0.959992494,0.82789274,0.876691162,0.872408689,0.92063777,0.963265638
22978,0.809740295,0.923452605,0.832125142,0.846731316,0.847800988,0.867597947
22981,0.893867383,0.854537305,0.923480447,0.806260396,0.866796894,0.852377752
22984,0.85886879,0.937363338,0.808687666,0.820878944,0.886670558,0.88509431
22987,0.901933117,0.873539448,0.870332159,0.900248291,0.864343489,0.861511381
22990,0.833938915,0.878168779,0.828811325,0.861376057,0.905354098,0.858360193
22993,0.806787781,0.936315776,0.897303691,0.856337494,0.852653009,0.838855571
22996,0.809431599,0.868119771,0.8271408,0.84885184,0.81345745,0.882884647
22999,0.816323551,0.891354142,0.828417712,0.847762612,0.821782824,0.833255335
23002,0.865893344,0.824140884,0.875187676,0.862710233,0.860026316,0.775134316
23005,0.815030163,0.908861725,0.823429593,0.89087572,0.911773899,0.918333761
23008,0.889226648,0.80933866,0.8439301,0.833678742,0.852220906,0.87235759
23011,0.876944423,0.923691269,0.892363806,0.836994681,0.835195815,0.790933245
23014,0.855306033,0.860738593,0.87272185,0.89352084,0.89173413,0.947783858
23017,0.868113636,0.837665985,0.91135771,0.915892819,0.84888725,0.88954064
23020,0.884809563,0.898312043,0.843246476,0.824349965,0.8822726,0.947507996
23023,0.89860396,0.939384458,0.888536468,0.965566504,0.909525048,0.809328569
23026,0.919536941,0.810194618,0.871352724,0.920631465,0.854551034,0.974715263
23029,0.911347542,0.829116595,0.83517805,0.853076891,0.829312731,0.843872623
23032,0.918417743,0.857739672,0.862743248,0.863643506,0.91873389,0.951880359
23035,0.896639045,0.873814993,0.837235041,0.848948415,0.865417007,0.855248423
23038,0.868694469,0.95630191,0.852679186,0.89724735,0.885295656,0.91030695
23041,0.917532756,0.923405352,0.890004111,0.896654595,0.851910007,0.88868982
23044,0.908668756,0.962321236,0.925325474,0.90308653,0.902272247,0.903211066
23047,0.908687128,0.920640082,0.930580649,0.90685886,0.955049015,0.874644279
23050,0.888036253,0.977788772,0.920430838,0.921286634,0.919316081,0.909621908
23053,0.826772734,0.871183279,0.883327713,0.863524777,0.847395583,0.855532689
23056,0.84940389,0.906346248,0.896149124,0.959541299,0.924584912,0.916786103
23059,0.905999821,0.893142329,0.925538053,0.940481781,0.93670631,0.863441299
23062,0.919504798,0.972519093,1.025920826,0.909138959,0.899387391,0.920408154
23065,0.847134384,0.869235107,0.864520332,0.874845886,0.88400202,0.888328274
23068,0.939591035,0.848666956,0.852547399,0.895200036,0.832195627,0.882014059
23071,0.879030726,0.836276323,0.89041729,0.908048755,0.977714111,0.890086581
23074,0.980421595,0.939190981,0.912149206,0.861213166,0.876597429,0.888513698
23077,1.00098824,0.954447705,0.908851528,0.815926205,0.911504868,0.952996833
23080,0.923684371,0.914105027,0.935365001,0.945744051,0.876895798,0.920022314
23083,0.892477886,0.802796057,0.882581026,0.876863082,0.907332438,0.884164617
23086,0.82780874,1.061897685,0.88962505,0.836797646,0.864521243,0.896698885
23089,0.888316617,0.866504326,1.0028136,0.920103923,0.823110216,0.918775401
23092,0.899305793,0.859377506,0.936932857,0.902531577,0.871043109,0.900956486
23095,0.826229277,0.846961737,0.856274924,0.884873483,0.820676028,0.95478704
23098,0.844389885,0.948317417,0.892933713,0.878930288,0.874713716,0.843554095
23101,0.971528979,0.967690892,0.876093461,0.895821386,0.887708432,0.817136552
23104,0.988435851,0.937163231,0.885425289,0.881954226,0.891168707,0.944465478
23107,0.878416969,0.907685598,0.892464692,0.809163726,0.824824148,0.828788074
23110,0.832791161,0.923627136,0.943808291,0.872275288,0.884888668,0.84470447
23113,0.807693988,0.94296725,0.943443661,0.872742637,0.850774429,0.938467225
23116,0.798896979,0.861354053,0.897504169,0.769277049,0.835147524,0.82515032
23119,0.846701925,0.811591307,0.795047875,0.837930334,0.779145598,0.898827673
23122,0.862643499,0.865332902,0.998786958,0.911346977,0.892297478,0.860022266
23125,0.838025893,0.863137104,0.853121682,0.817517907,0.81003872,0.970087548
23128,0.908157118,0.870769215,0.844438827,0.801807103,0.952268054,0.851481411
23131,0.873026518,0.932973762,0.895362475,0.903463338,0.84330722,0.858030684
23134,0.817213305,0.848998501,0.871531149,0.877856572,0.839386285,0.842675781
23137,0.783095484,0.883493448,0.889620023,0.956479925,0.911332481,0.842067313
23140,0.868432781,0.908294023,0.844440114,0.882026126,0.836437467,0.84182755
23143,0.913469147,0.93537938,0.935905016,0.956441345,0.858048787,0.839765708
23146,0.8706507,0.866225724,0.859204605,0.872295407,0.877536109,0.879151288
23149,0.794468699,0.909371059,0.923391301,0.807113869,0.886256374,0.892970407
23152,0.89561328,0.877142161,0.849065446,0.978817338,0.922412478,0.877501865
23155,0.868994853,0.913818059,0.888052653,0.851368153,0.852751832,0.870091545
23158,0.875059212,0.837199821,0.951123918,0.879323097,0.879011794,0.847784711
23161,0.910396888,0.872226422,0.886431023,0.879867886,0.882658825,0.854211911
23164,0.900462755,0.861719974,0.891091578,0.894044925,0.882548833,0.960347475
23167,0.865637709,0.898618531,0.907951052,0.888442521,0.948063387,0.922595678
23170,0.947572919,0.897875272,0.9445756,0.905147687,0.83926627,0.987456568
23173,0.838826075,0.908605483,0.937450694,0.889989873,0.912695263,0.893882013
23176,0.923607645,0.86923727,0.964183084,0.921765704,0.935651021,0.886073714
23179,0.897241616,0.913671583,0.910616477,0.894884461,0.89797564,0.975982012
23182,0.820135195,0.903112946,0.942451783,0.876942463,0.902663282,0.874903046
23185,0.869582002,0.912313879,0.8889569,0.896482453,0.915483889,0.862052201
23188,0.896923225,0.822942729,0.892007197,0.970584691,0.927395684,0.837885387
23191,0.9012602,0.88671185,0.868586366,0.849998703,0.876408615,0.869521453
23194,0.895765315,0.876988465,0.84677842,0.802520385,0.939212084,0.908184052
23197,0.868979102,0.937309272,0.86617889,0.850923727,0.879203819,0.860387049
23200,0.963019912,0.864352017,0.81453374,0.895665214,0.82824946,0.87342324
23203,0.962602705,0.918095518,0.980222914,0.944569329,0.836574444,0.960305344
23206,0.931234771,0.905626185,0.851342017,0.852789885,0.873157665,0.928494449
23209,0.899613507,0.813419371,0.863076277,0.922903881,0.984485407,0.843560015
23212,0.880411568,0.876113042,0.814913371,0.959887702,0.908401542,0.846590952
23215,0.913855667,0.870389222,0.834816086,0.851778967,0.814301728,0.797833434
23218,0.939534264,0.934084534,0.971244815,0.907979617,0.917707507,0.916053126
23221,1.00785682,0.829247878,0.835510873,0.897473395,0.901557643,0.920835446
23224,0.788563283,0.930838083,0.9407955,0.876395913,0.846299249,0.858912376
23227,0.984813778,0.817499611,0.821560004,0.924735833,0.785883577,0.981010775
23230,0.921984282,0.800607854,0.819857868,0.952014202,0.921882162,0.90856454
23233,0.865007248,0.913641877,0.815818433,0.937787865,0.925339662,0.81537155
23236,0.954651801,0.888153006,0.876381978,0.858235015,0.816020529,0.800734192
23239,0.839154629,0.8641532,0.950733815,0.881601498,0.889287865,0.893224383
23242,0.913789292,0.869495722,0.890695773,0.83741401,0.959499954,0.829708338
23245,0.867243497,0.832869366,0.876012352,0.903790073,0.838610069,0.833069306
23248,0.835120641,0.904302591,0.880093331,0.898817709,0.881739008,0.836956448
23251,0.914631945,0.836003128,0.826420997,0.881271573,0.898232456,0.891923151
23254,0.878510222,0.92833639,0.934054912,0.843996681,0.844313672,0.890204273
23257,0.884009116,0.905120564,0.812298543,0.835717098,0.966100356,0.924434902
23260,0.8780304,0.903651392,0.923750646,0.903280314,0.882695647,0.851531482
23263,0.845106379,0.893820863,0.945069553,0.832179721,0.842262908,0.864001558
23266,0.880324039,0.927517819,0.875816424,0.884595651,0.854143198,0.924215294
23269,0.868118616,0.869133517,0.882365624,0.997276083,0.923514513,0.86810871
23272,1.042692751,0.84843626,1.006366457,0.866695665,0.918429681,0.879426538
23275,0.860659193,0.892127968,0.886839549,0.981619537,0.8709859,0.949803401
23278,0.881362346,0.891922702,0.802212266,0.88121546,0.904548406,0.834154372
23281,0.908123486,0.909997564,0.912635763,0.938397065,0.8639407,0.91418716
23284,0.862003059,0.865688805,0.938119776,0.914515054,0.889993274,0.85128181
23287,0.875394414,0.924887633,0.923517862,0.949430901,0.910892639,0.98555733
23290,0.933982829,0.906634668,0.918383223,0.914767016,0.921334038,0.958210449
23293,0.904335503,0.955432187,0.928483458,0.892254176,0.888668643,0.864326327
23296,0.916958519,0.940034797,0.965808244,0.89337845,0.841891787,0.868261142
23299,0.841264531,0.819028928,0.928868886,0.955162755,0.894510486,0.933409889
23302,0.826922076,0.843099714,0.891715659,0.837278281,0.905853412,0.841391753
23305,0.88625243,0.894047997,0.911222575,0.884463387,0.861846203,0.832635669
23308,0.928523074,0.891264667,0.881146931,0.895454278,0.873375007,0.986821581
23311,0.931758745,0.977142624,0.84335099,0.88548227,0.847307943,0.848069857
23314,0.944650683,0.792384181,0.918209801,0.877197014,0.846763884,0.867679463
23317,0.921303755,0.882509975,0.911243937,0.890752146,0.903438195,0.912951217
23320,0.883316214,0.930619032,0.874596064,0.851407513,0.873029299,0.896187387
23323,0.915714799,0.86247285,0.922194347,0.979610972,0.860393871,0.94553876
23326,0.829434564,0.918263887,0.940270767,0.912900413,0.857389812,0.887293293
23329,0.888963319,0.817598791,0.843082331,0.878723457,0.905275122,0.804755252
23332,0.886080461,0.869664735,0.899062398,0.873521234,0.942006043,0.979488261
23335,0.898236977,0.813922916,0.876188919,0.806356324,0.855903254,0.90536531
23338,0.881185827,1.127016358,0.951146494,0.860977357,0.836086263,0.958824505
23341,0.881119272,0.83768884,0.891963346,0.863472742,0.8653847,0.814798884
23344,0.929282217,0.906928604,0.820774135,0.927914153,0.817792571,1.007840859
23347,0.85373978,0.853654695,0.913207943,0.852685064,0.925410234,0.887358704
23350,0.947078134,0.805119684,0.88682875,0.82303744,0.888648925,0.848343878
23353,0.80175186,0.911093021,0.857170227,0.864512074,0.879331665,0.895010352
23356,0.961980996,0.891760586,0.903613604,0.902172819,0.85658641,0.895164556
23359,0.886092496,0.982322057,0.86351234,0.837846098,0.836063655,0.927780807
23362,0.837007479,0.93688177,0.831141433,0.978497223,0.94510599,0.799600017
23365,0.853412138,0.901018516,0.838358932,0.88829625,0.839623946,1.044812786
23368,0.805377041,0.995401354,0.844315031,0.849752551,0.883075812,0.899910949
23371,0.85292492,0.931407305,0.930376801,0.916770782,0.82892857,0.900779426
23374,0.820351008,0.93948898,0.832989175,0.915967731,0.896036555,0.960712985
23377,0.832160067,0.881861937,0.814911006,0.926610353,0.891341131,0.847246585
23380,0.92382606,0.81086679,0.841094196,0.898360621,0.843791619,0.867735827
23383,0.914047684,0.847427049,0.87694821,0.850756103,0.939312415,0.89634602
23386,0.892618101,0.906869792,0.99237956,0.94875696,0.904290386,0.885170948
23389,0.847767717,0.852406775,0.937124373,0.980221694,0.834659595,0.889870527
23392,0.93190302,0.930447477,0.875739857,0.916414681,0.827580094,0.923727392
23395,0.914960557,0.862500605,0.912453238,0.863896008,0.852466002,0.860939804
23398,0.87306675,0.879653211,0.8780353,0.886230567,0.939964097,0.876769305
23401,0.866723375,0.913404597,0.883152086,0.886495698,0.938781353,0.895913244
23404,0.872136949,0.979675685,0.884392397,0.983448314,0.914993798,0.852420064
23407,0.871286913,0.920663404,0.88141751,0.906069057,0.882835073,0.883499979
23410,0.913006117,0.925981035,0.90976308,0.918895258,0.938703938,0.868634625
23413,0.813366694,0.870516282,0.937048046,0.85698165,0.89136652,0.93675161
23416,0.905133008,0.862425777,0.854019489,0.827213517,0.894564717,0.910466135
23419,0.908392976,0.957084335,0.906932962,0.897399976,0.866974513,0.866502875
23422,0.92869343,0.969867285,0.942623326,0.888912329,0.900344542,0.933591464
23425,0.849960927,0.89966483,0.876874179,0.862625028,0.931990088,0.866694726
23428,0.879125916,0.95793987,0.864838222,0.901870512,0.903231096,0.890459131
23431,0.911464867,0.909458394,0.903620498,0.868278543,0.889559364,0.858865457
23434,0.919476268,0.922845513,0.905717362,0.907963421,0.880354434,0.889579845
23437,0.926025459,0.889520631,0.80818739,0.847546058,0.960630115,0.870825592
23440,0.977254064,0.906542474,0.942000602,0.82291702,0.883583074,0.887541648
23443,0.875856255,1.000868982,0.921129664,0.911679369,0.852182554,0.911268973
23446,0.879447539,0.877491184,0.901735397,0.866504126,0.816159659,1.014820224
23449,0.897212662,0.886466867,0.864397076,0.86570334,0.855735767,1.018335386
23452,0.859001525,0.94195999,0.865761483,0.916837886,0.870549802,0.851819623
23455,0.899114458,0.880936101,0.894478343,0.805892126,0.885107666,0.91109198
23458,0.808104815,0.83883782,0.908016726,0.931580003,0.823324625,0.899278381
23461,0.89610578,0.824234192,0.884798294,0.88837233,0.802267528,0.799446446
23464,0.862760803,0.91925254,0.861502502,0.946724884,0.930808005,0.842973714
23467,0.871260498,0.864259897,0.832578331,0.835707115,0.86418195,0.926793673
23470,0.759190066,0.839916599,0.848787917,0.894916661,0.964469524,1.033982898
23473,0.84863767,0.923975906,0.755984548,0.821516407,0.881200538,0.860556777
23476,0.899418249,0.948088184,0.951874385,0.90084506,0.846109536,0.871478033
23479,0.911377453,0.854269645,0.886008276,0.809248526,0.809491069,0.78292749
23482,0.908632043,0.839794927,0.916731469,0.798244703,0.836355296,0.839799665
23485,0.904620899,0.794953619,0.838591623,0.89948062,0.997105328,0.751423928
23488,0.809955144,0.796969386,0.893878245,0.861461693,0.853856473,0.918874607
23491,0.991776531,0.873142533,0.897684785,0.922971317,0.849149394,0.846756235
23494,0.818910664,0.974267206,0.829249506,0.903871006,0.905041264,0.976865041
23497,0.935496308,0.860069699,0.904249903,0.914033654,0.859466222,0.866524002
23500,0.9087313,0.859967698,0.936194929,0.875076501,0.962128662,0.835341559
23503,0.930910979,0.93887775,0.82283197,0.860481102,0.840196395,0.916475898
23506,0.855636368,0.865898278,0.911380227,0.856035551,0.88028355,0.898755538
23509,0.951030262,0.845553966,0.82381965,0.821688404,0.842505716,0.950076511
23512,0.865562847,0.857056742,0.811026592,0.8434599,0.90532068,0.902593971
23515,0.781700541,0.983785129,0.931435592,0.901481973,0.92466123,0.870325836
23518,0.900204477,0.912834284,0.906806601,0.853780078,0.894078951,0.878996332
23521,0.935471184,0.854665937,0.953123909,0.875572455,0.892818151,0.916475356
23524,0.91781277,0.97358888,0.891950716,0.894867512,0.944678798,0.949330292
23527,1.016123752,0.918374651,0.940479349,0.890726138,0.871916315,0.964218709
23530,0.907000822,0.943132413,0.87086769,0.919112587,0.956117883,0.941408264
23533,0.92242798,0.835130774,0.908786392,0.985675394,0.946737945,0.851701752
23536,0.878907732,0.908481307,0.913579231,0.864338802,0.852145865,0.864855474
23539,0.899059071,0.881772948,0.869679018,0.830229601,0.857007702,0.900772459
23542,0.886162489,0.902812297,0.875369046,0.900938275,0.861819766,0.85932869
23545,0.91570999,0.846682379,0.916707149,0.868976916,0.896187322,0.889490704
23548,0.904083548,0.935701667,0.894915496,0.873907287,0.809488672,0.895159627
23551,0.838385282,0.859669443,0.881914385,0.948251318,0.834115196,0.856374997
23554,0.91317533,0.85429736,0.883133851,0.924507465,0.85722049,0.890138841
23557,0.985191549,0.886649783,0.87213884,0.893946767,0.924093213,0.859574696
23560,0.897937959,0.912938511,0.837616567,0.891699995,0.886126208,0.942677266
23563,0.88580645,0.917971463,0.937784868,0.868037049,0.91768404,1.018446148
23566,0.810684963,0.933987583,0.859084956,0.906835885,0.879705408,0.906859095
23569,0.825607542,0.842901606,0.917091464,0.82113482,0.920581015,0.846004895
23572,0.857036307,0.982494143,0.920820535,0.927147632,0.898122645,0.976255883
23575,0.918191845,0.935475037,1.025467,0.899899805,0.837550801,0.86288728
23578,0.868185611,0.802910267,0.943873232,0.789898584,0.942838935,0.93158065
23581,0.905561242,0.780545455,0.90047635,0.775635097,0.871925598,0.906923728
23584,0.759818829,0.815960828,0.843123968,0.848392381,0.896846958,0.944769525
23587,0.899604874,0.900811874,0.940346123,0.874417802,0.856880109,0.827956455
23590,0.844641726,0.862745812,0.925938597,0.902802515,0.83844686,0.830207875
23593,0.884240194,0.82894127,0.856306151,0.810019633,0.905973578,0.848427616
23596,0.842587426,0.973056513,0.854314559,0.953484377,0.850855773,0.937652671
23599,0.86828395,0.84684401,0.832010832,0.8859673,0.917903259,0.925864036
23602,0.801563951,0.872151461,0.879106809,0.872902526,0.903406534,0.857714915
23605,0.904509554,0.886021555,0.855082401,0.918460768,0.904475718,1.014140551
23608,1.039595605,0.882430501,0.871641403,0.831379904,0.906155203,0.928774895
23611,0.857747903,0.843116366,0.965873243,0.855186525,0.865142143,0.935264105
23614,0.942087315,0.859924596,0.934908559,0.887537687,0.901841309,0.842095203
23617,1.060036105,0.962245156,0.871201704,0.917948168,0.920093262,0.921159788
23620,0.9516344,0.870187162,0.81419341,0.966941952,0.866502193,0.886688488
